canonical_key,name_ko,district,merged_line_count,merged_lines,station_codes,coord_spread_m,name_variants,official_transfer_flag,transfer_line_match,operator_differs,ja_missing,zh_missing,decision,needs_review,review_reason
김포공항,김포공항,11500 강서구,5,5호선 · 서울 도시철도 9호선 · 서해선 · 인천국제공항선 · 김포도시철도,A05 G109 0512 4102 1980,245,김포공항 | 김포공항역,Y,false,true,false,false,merge,false,[OVERRIDE RV-1897605b CONFIRMED_MERGE]
영등포구청,영등포구청,11560 영등포구,2,2호선 · 5호선,0236 0523,224,영등포구청,Y,true,false,false,false,merge,false,
동작,동작,11650 서초구 | 11590 동작구,2,4호선 · 서울 도시철도 9호선,0431 4120,184,동작 | 동작(현충원) | 현충원,Y,true,true,false,false,merge,false,
대림,대림,11530 구로구 | 11560 영등포구,2,2호선 · 7호선,0233 0744,181,대림 | 대림(구로구청) | 구로구청,Y,true,false,false,false,merge,false,
옥수,옥수,11200 성동구,2,3호선 · 경원선,0335 1011,177,옥수 | 옥수역,Y,true,true,false,false,merge,false,
건대입구,건대입구,11215 광진구,2,2호선 · 7호선,0212 0727,173,건대입구,Y,true,false,false,false,merge,false,
공덕,공덕,11440 마포구,4,5호선 · 6호선 · 경의중앙선 · 인천국제공항선,A02 0529 0626 1262,172,공덕 | 공덕역,Y,false,true,false,false,merge,false,[OVERRIDE RV-1c101d1f CONFIRMED_MERGE]
상봉,상봉,11260 중랑구,3,7호선 · 경의중앙선 · 경춘선,0720 1202 1202,169,상봉 | 상봉역,Y,false,true,false,false,merge,false,
왕십리,왕십리,11200 성동구,4,2호선 · 5호선 · 경원선 · 분당선,0208 0540 1013 1013,166,왕십리 | 왕십리(성동구청) | 왕십리역 | 성동구청,Y,true,true,false,false,merge,false,
을지로3가,을지로3가,11140 중구,2,2호선 · 3호선,0203 0330,154,을지로3가,Y,true,false,false,false,merge,false,
삼각지,삼각지,11170 용산구,2,4호선 · 6호선,0428 0628,152,삼각지 | 삼각지(전쟁기념관) | 전쟁기념관,Y,true,false,false,false,merge,false,
충정로,충정로,11410 서대문구,2,2호선 · 5호선,0243 0531,152,충정로 | 충정로(경기대입구) | 경기대입구,Y,true,false,false,false,merge,false,
동대문,동대문,11110 종로구,2,1호선 · 4호선,0128 0421,146,동대문,Y,true,false,false,false,merge,false,
태릉입구,태릉입구,11350 노원구,2,6호선 · 7호선,0645 0717,144,태릉입구,Y,true,false,false,false,merge,false,
합정,합정,11440 마포구,2,2호선 · 6호선,0238 0622,142,합정,Y,true,false,false,false,merge,false,
복정,복정,11710 송파구,2,8호선 · 분당선,0820 1031,141,복정 | 복정역,Y,true,true,false,false,merge,false,
가산디지털단지,가산디지털단지역,11545 금천구,2,경부선 · 7호선,0746 1702,133,가산디지털단지역 | 가산디지털단지,Y,true,true,false,false,merge,false,
동묘앞,동묘앞,11110 종로구,2,1호선 · 6호선,0127 0636,130,동묘앞,Y,true,false,false,false,merge,false,
교대,교대,11650 서초구,2,2호선 · 3호선,0223 0340,114,교대 | 교대(법원·검찰청) | 법원·검찰청,Y,true,false,false,false,merge,false,
대방,대방역,11560 영등포구,2,경부선 · 수도권 경량도시철도 신림선,S402 1005,114,대방역 | 대방,Y,true,true,true,true,merge,false,
당산,당산,11560 영등포구,2,2호선 · 서울 도시철도 9호선,0237 4113,112,당산,Y,true,true,false,false,merge,false,
불광,불광,11380 은평구,2,3호선 · 6호선,0322 0612,104,불광,Y,true,false,false,false,merge,false,
연신내,연신내,11380 은평구,2,3호선 · 6호선,0321 0614,103,연신내,Y,true,false,false,false,merge,false,
효창공원앞,효창공원앞,11170 용산구,2,6호선 · 경의중앙선,0627 1261,103,효창공원앞 | 효창공원앞역,Y,true,true,false,false,merge,false,
마곡나루,마곡나루,11500 강서구,2,서울 도시철도 9호선 · 인천국제공항선,A042 4105,100,마곡나루 | 마곡나루(서울식물원) | 서울식물원,Y,true,true,true,true,merge,false,
신내,신내,11260 중랑구,2,6호선 · 경춘선,0648 1311,98,신내 | 신내역,mixed,false,true,false,false,merge,false,[OVERRIDE RV-01c72fd1 CONFIRMED_MERGE]
가락시장,가락시장,11710 송파구,2,3호선 · 8호선,0350 0817,92,가락시장,Y,true,false,false,false,merge,false,
샛강,샛강,11560 영등포구,2,서울 도시철도 9호선 · 수도권 경량도시철도 신림선,S401 4116,89,샛강,Y,true,true,true,true,merge,false,
을지로4가,을지로4가,11140 중구,2,2호선 · 5호선,0204 0535,87,을지로4가,Y,true,false,false,false,merge,false,
망우,망우역,11260 중랑구,2,경의중앙선 · 경춘선,1203 1203,82,망우역,Y,true,false,true,true,merge,false,
노량진,노량진역,11590 동작구,2,경부선 · 서울 도시철도 9호선,4117 1004,80,노량진역 | 노량진,Y,true,true,true,true,merge,false,
천호,천호,11740 강동구,2,5호선 · 8호선,0547 0811,79,천호 | 천호(풍납토성) | 풍납토성,Y,true,false,false,false,merge,false,
강남구청,강남구청,11680 강남구,2,7호선 · 분당선,0730 1849,75,강남구청 | 강남구청역,Y,true,true,false,false,merge,false,
신림,신림,11620 관악구,2,2호선 · 수도권 경량도시철도 신림선,S408 0230,75,신림,mixed,false,true,false,false,merge,false,[OVERRIDE RV-f9d22839 CONFIRMED_MERGE]
약수,약수,11140 중구,2,3호선 · 6호선,0333 0633,75,약수,Y,true,false,false,false,merge,false,
강남,강남,11680 강남구,2,2호선 · 신분당선,D007 0222,74,강남,Y,false,true,false,false,merge,false,[OVERRIDE RV-109e8208 CONFIRMED_MERGE]
수서,수서,11680 강남구,2,3호선 · 분당선,0349 1030,73,수서 | 수서역,Y,true,true,false,false,merge,false,
선릉,선릉,11680 강남구,2,2호선 · 분당선,0220 1023,72,선릉 | 선릉역,Y,true,true,false,false,merge,false,
도봉산,도봉산,11320 도봉구,2,7호선 · 경원선,0710 1903,69,도봉산 | 도봉산역,Y,false,true,false,false,merge,false,[OVERRIDE RV-9c5fd97a CONFIRMED_MERGE]
창동,창동,11320 도봉구,2,4호선 · 경원선,0412 1022,58,창동 | 창동역,Y,false,true,false,false,merge,false,[OVERRIDE RV-31b4e4a3 CONFIRMED_MERGE]
오금,오금,11710 송파구,2,3호선 · 5호선,0352 P552,57,오금,Y,true,false,false,false,merge,false,
올림픽공원,올림픽공원,11710 송파구,2,5호선 · 수도권  도시철도 9호선,P550 4136,56,올림픽공원 | 올림픽공원(한국체대) | 한국체대,mixed,false,true,false,false,merge,false,[OVERRIDE RV-c23c23a5 CONFIRMED_MERGE]
보라매,보라매,11560 영등포구 | 11590 동작구,2,7호선 · 수도권 경량도시철도 신림선,S404 0742,55,보라매,mixed,false,true,false,false,merge,false,[OVERRIDE RV-b933ce4b CONFIRMED_MERGE]
선정릉,선정릉,11680 강남구,2,수도권  도시철도 9호선 · 분당선,4127 1850,55,선정릉 | 선정릉역,Y,true,true,false,false,merge,false,
성신여대입구,성신여대입구,11290 성북구,2,4호선 · 우이신설선,0418 S120,55,성신여대입구 | 성신여대입구(돈암) | 돈암,mixed,false,true,false,false,merge,false,[OVERRIDE RV-f0953311 CONFIRMED_MERGE]
신사,신사,11680 강남구,2,3호선 · 신분당선,D004 0337,55,신사,mixed,false,true,false,false,merge,false,[OVERRIDE RV-0916ec69 CONFIRMED_MERGE]
석계,석계,11290 성북구 | 11350 노원구,2,6호선 · 경원선,0644 1018,42,석계 | 석계역,Y,false,true,false,false,merge,false,[OVERRIDE RV-07230d24 CONFIRMED_MERGE]
광운대,광운대역,11350 노원구,3,경의중앙선 · 경원선 · 경춘선,1019 1019 1019,40,광운대역,Y,false,false,true,true,merge,false,[OVERRIDE RV-24e08948 CONFIRMED_MERGE]
도곡,도곡,11680 강남구,2,3호선 · 분당선,0344 1025,36,도곡 | 도곡역,Y,true,true,false,false,merge,false,
석촌,석촌,11710 송파구,2,8호선 · 수도권  도시철도 9호선,0815 4133,36,석촌,mixed,false,true,false,false,merge,false,[OVERRIDE RV-3fba854c CONFIRMED_MERGE]
충무로,충무로,11140 중구,2,3호선 · 4호선,0331 0423,35,충무로,Y,true,false,false,false,merge,false,
신도림,신도림역,11530 구로구,2,경부선 · 2호선,0234 1007,32,신도림역 | 신도림,Y,true,true,false,false,merge,false,
보문,보문,11290 성북구,2,6호선 · 우이신설선,0638 S121,31,보문,mixed,false,true,false,false,merge,false,[OVERRIDE RV-dde34b81 CONFIRMED_MERGE]
사당,사당,11590 동작구 | 11620 관악구,2,2호선 · 4호선,0226 0433,30,사당,Y,true,false,false,false,merge,false,
온수,온수,11530 구로구,2,7호선 · 경인선,0750 1821,25,온수 | 온수(성공회대입구) | 온수역 | 성공회대입구,Y,false,true,false,false,merge,false,[OVERRIDE RV-55e2b39d CONFIRMED_MERGE]
회기,회기역,11230 동대문구,2,경의중앙선 · 경원선,1015 1015,22,회기역,Y,true,false,true,true,merge,false,
양재,양재,11680 강남구,2,3호선 · 신분당선,D008 0342,18,양재 | 양재(서초구청) | 서초구청,Y,false,true,false,false,merge,false,[OVERRIDE RV-f48d73b0 CONFIRMED_MERGE]
신논현,신논현,11650 서초구 | 11680 강남구,2,서울 도시철도 9호선 · 신분당선,D006 4125,16,신논현,Y,false,true,true,true,merge,false,[OVERRIDE RV-efae0bc7 CONFIRMED_MERGE]
여의도,여의도,11560 영등포구,2,5호선 · 서울 도시철도 9호선,0526 4115,15,여의도,Y,true,true,false,false,merge,false,
군자,군자,11215 광진구,2,5호선 · 7호선,0544 0725,9,군자 | 군자(능동) | 능동,Y,true,false,false,false,merge,false,
논현,논현,11680 강남구,2,7호선 · 신분당선,D005 0732,2,논현,mixed,false,true,false,false,merge,false,[OVERRIDE RV-35c5062d CONFIRMED_MERGE]
청구,청구,11140 중구,2,5호선 · 6호선,0537 0634,2,청구,Y,true,false,false,false,merge,false,
419민주묘지,4.19민주묘지,11305 강북구,1,우이신설선,S112,0,4.19민주묘지,N,n/a,false,true,true,single,false,
가양,가양,11500 강서구,1,서울 도시철도 9호선,4107,0,가양,N,n/a,false,true,true,single,false,
가오리,가오리,11305 강북구,1,우이신설선,S113,0,가오리,N,n/a,false,true,true,single,false,
가좌,가좌역,11440 마포구,1,경의중앙선,1265,0,가좌역,N,n/a,false,true,true,single,false,
강동,강동,11740 강동구,1,5호선,0548,0,강동,N,n/a,false,false,false,single,false,
강동구청,강동구청,11710 송파구,1,8호선,0812,0,강동구청,N,n/a,false,false,false,single,false,
강변,강변,11215 광진구,1,2호선,0214,0,강변 | 강변(동서울터미널) | 동서울터미널,N,n/a,false,false,false,single,false,
강일,강일,11740 강동구,1,5호선,0554,0,강일,N,n/a,false,false,false,single,false,
개롱,개롱,11710 송파구,1,5호선,P553,0,개롱,N,n/a,false,false,false,single,false,
개봉,개봉역,11530 구로구,1,경인선,1801,0,개봉역,N,n/a,false,true,true,single,false,
개포동,개포동역,11680 강남구,1,분당선,1027,0,개포동역,N,n/a,false,true,true,single,false,
개화,개화,11500 강서구,1,서울 도시철도 9호선,4101,0,개화,N,n/a,false,true,true,single,false,
개화산,개화산,11500 강서구,1,5호선,0511,0,개화산,N,n/a,false,false,false,single,false,
